Model,Release date,Max resolution,Low resolution,Effective pixels,Zoom wide (W),Zoom tele (T),Normal focus range,Macro focus range,Storage included,Weight (inc. batteries),Dimensions,Price
Samsung,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,204.0,100.0,149.0
Samsung,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,222.0,104.0,149.0
Samsung,2003,2048.0,2048.0,3.0,35.0,114.0,80.0,5.0,0.0,134.0,102.0,229.0
Samsung,2004,2272.0,2048.0,4.0,35.0,105.0,80.0,5.0,0.0,169.0,102.0,229.0
Samsung,2004,2272.0,1136.0,3.0,35.0,35.0,60.0,6.0,0.0,165.0,97.0,229.0
Samsung,2004,2272.0,2048.0,3.0,35.0,113.0,80.0,5.0,0.0,230.0,106.0,229.0
Samsung,2004,2592.0,2272.0,5.0,38.0,114.0,80.0,5.0,0.0,180.0,106.0,229.0
Samsung,2004,2592.0,2272.0,5.0,35.0,113.0,80.0,5.0,256.0,230.0,106.0,229.0
Samsung,2004,2816.0,2560.0,6.0,38.0,114.0,80.0,6.0,0.0,220.0,106.0,229.0
Samsung,2005,3072.0,2816.0,7.0,38.0,114.0,80.0,4.0,128.0,220.0,106.0,229.0
Samsung,2005,3264.0,2816.0,8.0,38.0,114.0,80.0,4.0,32.0,220.0,106.0,229.0
Sanyo,2001,2288.0,1600.0,3.0,35.0,98.0,50.0,10.0,16.0,340.0,106.0,429.0
Sanyo,2003,2048.0,1600.0,3.0,37.0,104.0,20.0,2.0,8.0,205.0,98.0,429.0
Sanyo,2003,2048.0,1600.0,3.0,36.0,108.0,50.0,16.0,8.0,190.0,100.0,149.0
Sanyo,2004,2048.0,1600.0,3.0,37.0,112.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo,2004,2288.0,1600.0,3.0,37.0,105.0,50.0,2.0,16.0,185.0,91.0,1399.0
Sanyo,2001,1600.0,640.0,1.0,35.0,98.0,50.0,10.0,8.0,340.0,106.0,429.0
Sanyo,1999,1024.0,640.0,0.0,38.0,38.0,60.0,10.0,4.0,260.0,105.0,149.0
Sanyo,1999,1280.0,640.0,1.0,34.0,102.0,80.0,20.0,4.0,350.0,128.0,149.0
Sigma,2006,2640.0,1776.0,4.0,28.0,28.0,0.0,0.0,0.0,270.0,109.0,1599.0
Sony,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,8.0,980.0,125.0,1399.0
Sony,2001,1600.0,1024.0,1.0,39.0,117.0,50.0,3.0,8.0,620.0,144.0,1399.0
Sony,2002,1600.0,1280.0,1.0,41.0,123.0,50.0,3.0,6.0,610.0,138.0,1399.0
Sony,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,620.0,144.0,1399.0
Sony,2003,2048.0,1632.0,3.0,41.0,123.0,50.0,10.0,1.0,522.0,132.0,1399.0
Sony,2002,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,6.0,640.0,138.0,1399.0
Sony,2003,2592.0,2048.0,5.0,34.0,102.0,50.0,4.0,1.0,606.0,139.0,1399.0
Sony,1998,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
Sony,1999,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0
Sony,1999,1600.0,1024.0,1.0,38.0,190.0,80.0,8.0,4.0,475.0,107.0,149.0
Sony,2000,1856.0,1600.0,2.0,38.0,190.0,50.0,2.0,8.0,482.0,107.0,149.0
Sony,1999,1600.0,640.0,1.0,37.0,37.0,50.0,10.0,4.0,300.0,103.0,429.0
Sony,2000,1856.0,1600.0,2.0,37.0,37.0,25.0,10.0,8.0,280.0,103.0,429.0
Sony,2001,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,16.0,667.0,162.0,149.0
Sony,2002,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,32.0,659.0,162.0,149.0
Sony,2003,3264.0,2592.0,8.0,28.0,200.0,50.0,2.0,0.0,906.0,134.0,429.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,202.0,98.0,429.0
Sony,2007,2816.0,2048.0,6.0,38.0,114.0,50.0,8.0,2.0,238.0,93.0,429.0
Sony,2007,3264.0,3264.0,8.0,38.0,380.0,50.0,2.0,31.0,264.0,106.0,429.0
Sony,2004,2304.0,1280.0,4.0,32.0,96.0,12.0,12.0,16.0,152.0,95.0,429.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,215.0,51.0,429.0
Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,1.0,32.0,240.0,51.0,399.0
Sony,2005,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,429.0
Sony,2006,3264.0,2592.0,10.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,399.0
Sony,2000,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,250.0,114.0,429.0
Sony,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,206.0,105.0,149.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,180.0,108.0,149.0
Sony,2004,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,108.0,149.0
Sony,2002,1600.0,1280.0,1.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,399.0
Sony,2001,1216.0,1024.0,1.0,42.0,42.0,60.0,3.0,4.0,230.0,123.0,399.0
Sony,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,104.0,399.0
Sony,2001,1920.0,1600.0,2.0,36.0,36.0,25.0,10.0,8.0,194.0,113.0,429.0
Sony,2001,1280.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
Sony,2002,1600.0,1280.0,1.0,33.0,33.0,10.0,10.0,8.0,231.0,106.0,429.0
Sony,2003,2048.0,1632.0,3.0,33.0,33.0,10.0,10.0,16.0,217.0,101.0,429.0
Sony,2004,2272.0,1600.0,3.0,33.0,33.0,10.0,10.0,16.0,180.0,106.0,429.0
Sony,2001,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,214.0,113.0,429.0
Sony,2001,1600.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0
Sony,2002,1600.0,1280.0,1.0,41.0,82.0,8.0,8.0,16.0,275.0,127.0,429.0
Sony,2003,2048.0,1632.0,3.0,41.0,82.0,8.0,8.0,16.0,280.0,123.0,429.0
Sony,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,149.0
Sony,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,284.0,125.0,149.0
Sony,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,259.0,120.0,149.0
Sony,2004,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,243.0,116.0,149.0
Sony,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,105.0,429.0
Sony,2002,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,113.0,429.0
Sony,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,16.0,259.0,120.0,429.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,236.0,117.0,429.0
Sony,2005,3888.0,3264.0,10.0,24.0,120.0,0.0,0.0,0.0,995.0,139.0,429.0
Sony,2000,1280.0,640.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
Sony,2005,2304.0,2048.0,4.0,32.0,96.0,0.0,0.0,32.0,184.0,99.0,149.0
Sony,2000,1600.0,1280.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0
Sony,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,249.0,97.0,149.0
Sony,2006,2816.0,2048.0,6.0,31.0,93.0,12.0,0.0,32.0,180.0,100.0,149.0
Sony,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
Sony,2000,2048.0,1600.0,3.0,34.0,102.0,25.0,4.0,8.0,420.0,117.0,149.0
Sony,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0
Sony,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,444.0,125.0,149.0
Sony,2007,3264.0,2592.0,8.0,37.0,222.0,50.0,2.0,54.0,245.0,93.0,149.0
Sony,2001,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,16.0,444.0,125.0,149.0
Sony,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,253.0,97.0,149.0
Sony,2003,2592.0,2048.0,5.0,38.0,114.0,25.0,1.0,32.0,180.0,91.0,399.0
Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,56.0,168.0,90.0,399.0
Sony,2007,3264.0,2592.0,8.0,35.0,175.0,50.0,1.0,31.0,197.0,92.0,399.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,103.0,399.0
Sony,2007,3264.0,2592.0,8.0,38.0,114.0,50.0,1.0,31.0,197.0,90.0,399.0
Sony,2007,3264.0,3264.0,8.0,35.0,175.0,50.0,1.0,31.0,160.0,94.0,399.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,90.0,399.0
Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,172.0,95.0,399.0
Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,150.0,99.0,399.0
Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,139.0,94.0,399.0
Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,170.0,95.0,399.0
Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,134.0,92.0,149.0
Sony,2005,2816.0,2048.0,6.0,38.0,114.0,50.0,1.0,32.0,185.0,90.0,429.0
Sony,2002,1280.0,640.0,1.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,149.0
Sony,2002,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,399.0
Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,85.0,149.0
Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,83.0,149.0
Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,132.0,100.0,149.0
Sony,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,200.0,60.0,149.0
Sony,2003,2592.0,2048.0,5.0,34.0,136.0,40.0,10.0,32.0,298.0,99.0,429.0
Sony,2004,3072.0,2592.0,7.0,34.0,136.0,40.0,10.0,0.0,390.0,120.0,429.0
Sony,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
Sony,2006,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,64.0,192.0,94.0,149.0
Sony,2007,4000.0,3264.0,12.0,35.0,105.0,34.0,5.0,31.0,195.0,91.0,399.0
Sony,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,153.0,90.0,149.0
Sony,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,149.0,90.0,429.0
Sony,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0
Sony,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,157.0,89.0,149.0
Sony,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,147.0,90.0,429.0
Sony,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,149.0
Sony,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,2.0,58.0,157.0,89.0,149.0
Sony,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,149.0
Sony,2007,3254.0,2592.0,8.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,429.0
Sony,2002,1280.0,1024.0,1.0,37.0,111.0,0.0,0.0,1.0,175.0,91.0,1399.0
Sony,2002,1600.0,1024.0,1.0,37.0,111.0,19.0,3.0,1.0,520.0,142.0,1399.0
Sony,1998,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
Sony,1999,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0
Sony,2001,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,580.0,138.0,1399.0
Sony,1998,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,140.0,1399.0
Sony,1999,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,142.0,1399.0
Sony,2000,1280.0,1280.0,1.0,37.0,111.0,1.0,1.0,1.0,580.0,142.0,1399.0
Sony,2001,1280.0,1024.0,1.0,39.0,117.0,25.0,3.0,1.0,630.0,143.0,1399.0
Sony,1999,1280.0,1024.0,1.0,34.0,270.0,4.0,4.0,1.0,600.0,142.0,1399.0
Sony,2000,1280.0,1280.0,1.0,34.0,270.0,4.0,4.0,1.0,600.0,142.0,1399.0
Sony,2001,1472.0,1280.0,1.0,41.0,328.0,25.0,3.0,1.0,660.0,126.0,1399.0
Sony,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,1.0,900.0,126.0,1399.0
Sony,2001,1600.0,1024.0,1.0,39.0,390.0,25.0,2.0,1.0,990.0,126.0,1399.0
Toshiba,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,8.0,205.0,91.0,177.0
Toshiba,2002,2048.0,1024.0,3.0,35.0,100.0,80.0,10.0,8.0,320.0,116.0,177.0
Toshiba,2003,2400.0,1200.0,3.0,35.0,100.0,80.0,10.0,16.0,320.0,116.0,599.0
Toshiba,2003,2560.0,2048.0,4.0,35.0,105.0,80.0,10.0,16.0,230.0,93.0,177.0
Toshiba,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,4.0,290.0,123.0,62.0
Toshiba,2001,1280.0,640.0,1.0,52.0,52.0,90.0,0.0,8.0,240.0,116.0,62.0
Toshiba,2001,1600.0,800.0,1.0,39.0,39.0,50.0,0.0,8.0,240.0,116.0,177.0
Toshiba,2001,1729.0,896.0,2.0,38.0,114.0,40.0,8.0,8.0,320.0,105.0,177.0
Toshiba,1999,1280.0,640.0,1.0,38.0,115.0,90.0,25.0,4.0,380.0,122.0,62.0
Toshiba,1999,1600.0,800.0,1.0,40.0,40.0,50.0,10.0,8.0,290.0,112.0,62.0
Toshiba,1999,1600.0,800.0,1.0,40.0,120.0,90.0,25.0,8.0,350.0,130.0,62.0
Toshiba,2000,1792.0,896.0,2.0,38.0,86.0,50.0,5.0,4.0,320.0,121.0,449.0
Toshiba,2001,1792.0,896.0,2.0,38.0,114.0,50.0,5.0,8.0,310.0,123.0,62.0
Toshiba,2001,2048.0,1024.0,3.0,38.0,114.0,10.0,10.0,8.0,320.0,120.0,62.0
Toshiba,2000,2048.0,1024.0,3.0,35.0,105.0,80.0,9.0,16.0,390.0,116.0,62.0
Toshiba,2001,2048.0,1024.0,3.0,35.0,98.0,80.0,10.0,8.0,340.0,107.0,62.0
Toshiba,2001,2400.0,1200.0,3.0,35.0,98.0,80.0,10.0,16.0,340.0,107.0,62.0
Toshiba,2002,1600.0,800.0,1.0,38.0,38.0,40.0,20.0,8.0,180.0,86.0,129.0
